rank,name,com_domain,com_status,se_domain,se_status,score,length,bolagsverket_url,tmview_url,checked_at_utc,notes
1,Lucidfolk,lucidfolk.com,available,lucidfolk.se,available,104.4,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lucidfolk,2026-07-30T13:12:53+00:00,.com verkar ledig; .se verkar ledig
179,Clearpath,clearpath.com,registered,clearpath.se,registered,-82.4,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Clearpath,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
180,Formcraft,formcraft.com,registered,formcraft.se,registered,-82.4,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Formcraft,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
181,Orbit,orbit.com,registered,orbit.se,registered,-82.6,5,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Orbit,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
182,Alder,alder.com,registered,alder.se,registered,-82.6,5,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Alder,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
183,Clearstory,clearstory.com,registered,clearstory.se,registered,-84.3,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Clearstory,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
184,Brightline,brightline.com,registered,brightline.se,registered,-84.3,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Brightline,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
185,Brightwise,brightwise.com,registered,brightwise.se,registered,-84.3,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Brightwise,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
186,Plainframe,plainframe.com,registered,plainframe.se,registered,-84.3,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Plainframe,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
187,Brightframe,brightframe.com,registered,brightframe.se,registered,-85.4,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Brightframe,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
188,Brightstory,brightstory.com,registered,brightstory.se,registered,-85.4,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Brightstory,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
189,Framehouse,framehouse.com,registered,framehouse.se,registered,-86.2,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Framehouse,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
190,Humancraft,humancraft.com,registered,humancraft.se,registered,-86.9,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Humancraft,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
191,Northstar,northstar.com,registered,northstar.se,registered,-87.4,9,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Northstar,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
192,Vivid,vivid.com,registered,vivid.se,registered,-87.6,5,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Vivid,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
193,Lucid,lucid.com,registered,lucid.se,registered,-87.6,5,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Lucid,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
194,Cedar,cedar.com,registered,cedar.se,registered,-87.6,5,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Cedar,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
195,Clearfield,clearfield.com,registered,clearfield.se,registered,-89.5,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Clearfield,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
196,Brightpath,brightpath.com,registered,brightpath.se,registered,-89.5,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Brightpath,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
197,Brightwork,brightwork.com,registered,brightwork.se,registered,-89.5,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Brightwork,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
198,Plainfield,plainfield.com,registered,plainfield.se,registered,-89.5,10,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Plainfield,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
199,Brightfield,brightfield.com,registered,brightfield.se,registered,-90.4,11,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Brightfield,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
200,Cove,cove.com,registered,cove.se,registered,-90.6,4,https://foretagsinfo.bolagsverket.se/sok-foretagsinformation-web/foretag,https://www.tmdn.org/tmview/#/tmview/results?page=1&pageSize=30&criteria=C&basicSearch=Cove,2026-07-30T13:12:53+00:00,.com registrerad; .se registrerad
